Sample,Unique_CDR3_Count
matched_SRR18719530.dedup,13033
matched_SRR18720130.dedup,12060
matched_SRR18720185.dedup,13370
matched_SRR18719663.dedup,9609
matched_SRR18719832.dedup,12421
matched_SRR18720271.dedup,13692
matched_SRR18719935.dedup,11516
matched_SRR18720273.dedup,12310
matched_SRR18720076.dedup,12457
matched_SRR18719845.dedup,12311
matched_SRR18720286.dedup,11109
matched_SRR18720152.dedup,10820
matched_SRR18719605.dedup,11879
matched_SRR18719859.dedup,8292
matched_SRR18719694.dedup,10271
matched_SRR18719752.dedup,15068
matched_SRR18720059.dedup,13577
matched_SRR18719539.dedup,10459
matched_SRR18720293.dedup,11566
matched_SRR18720104.dedup,10826
matched_SRR18720306.dedup,12102
matched_SRR18719906.dedup,16038
matched_SRR18720143.dedup,11277
matched_SRR18719833.dedup,11154
matched_SRR18720279.dedup,12244
matched_SRR18720244.dedup,13058
matched_SRR18720144.dedup,12004
matched_SRR18719406.dedup,10915
matched_SRR18720022.dedup,12281
matched_SRR18720001.dedup,8994
matched_SRR18719834.dedup,23590
matched_SRR18719720.dedup,12024
matched_SRR18719509.dedup,19490
matched_SRR18719710.dedup,12522
matched_SRR18719863.dedup,12095
matched_SRR18720373.dedup,14611
matched_SRR18719666.dedup,9688
matched_SRR18719741.dedup,10535
matched_SRR18719980.dedup,12812
matched_SRR18719623.dedup,12802
matched_SRR18720195.dedup,20974
matched_SRR18719612.dedup,11039
matched_SRR18719727.dedup,11627
matched_SRR18719615.dedup,13028
matched_SRR18719686.dedup,8828
matched_SRR18719736.dedup,11720
matched_SRR18719718.dedup,17934
matched_SRR18720319.dedup,10308
matched_SRR18720131.dedup,13630
matched_SRR18719940.dedup,14737
matched_SRR18719938.dedup,11177
matched_SRR18719997.dedup,13324
matched_SRR18719974.dedup,15463
matched_SRR18719411.dedup,12759
matched_SRR18719651.dedup,13017
matched_SRR18719976.dedup,14172
matched_SRR18720091.dedup,8391
matched_SRR18720355.dedup,14369
matched_SRR18719791.dedup,12684
matched_SRR18719638.dedup,11441
matched_SRR18719655.dedup,12478
matched_SRR18719908.dedup,11233
matched_SRR18719849.dedup,13044
matched_SRR18720120.dedup,9927
matched_SRR18719904.dedup,15095
matched_SRR18719611.dedup,10991
matched_SRR18720139.dedup,10168
matched_SRR18720216.dedup,11591
matched_SRR18719475.dedup,10647
matched_SRR18719806.dedup,17135
matched_SRR18719400.dedup,11499
matched_SRR18719624.dedup,10131
matched_SRR18720154.dedup,13477
matched_SRR18719996.dedup,15440
matched_SRR18719705.dedup,9134
matched_SRR18719789.dedup,11505
matched_SRR18720223.dedup,13683
matched_SRR18719929.dedup,13139
matched_SRR18719892.dedup,10296
matched_SRR18719953.dedup,14392
matched_SRR18719566.dedup,12347
matched_SRR18719788.dedup,10444
matched_SRR18719690.dedup,13665
matched_SRR18719627.dedup,12322
matched_SRR18719429.dedup,14866
matched_SRR18719893.dedup,14478
matched_SRR18719835.dedup,17826
matched_SRR18719407.dedup,11871
matched_SRR18719795.dedup,10638
matched_SRR18719418.dedup,9718
matched_SRR18719711.dedup,12056
matched_SRR18719967.dedup,14583
matched_SRR18719384.dedup,14369
matched_SRR18719541.dedup,10958
matched_SRR18719934.dedup,11683
matched_SRR18720347.dedup,11341
matched_SRR18720045.dedup,12112
matched_SRR18719497.dedup,7640
matched_SRR18719749.dedup,15019
matched_SRR18720259.dedup,12977
matched_SRR18719737.dedup,7778
matched_SRR18719716.dedup,10721
matched_SRR18719565.dedup,12453
matched_SRR18719423.dedup,15402
matched_SRR18720073.dedup,11687
matched_SRR18720054.dedup,23208
matched_SRR18720317.dedup,7265
matched_SRR18720333.dedup,37411
matched_SRR18720376.dedup,11738
matched_SRR18720263.dedup,10098
matched_SRR18719503.dedup,14450
matched_SRR18720110.dedup,4477
matched_SRR18720048.dedup,12855
matched_SRR18719619.dedup,12883
matched_SRR18719646.dedup,10888
matched_SRR18720310.dedup,12371
matched_SRR18719692.dedup,10339
matched_SRR18720200.dedup,12655
matched_SRR18719528.dedup,12370
matched_SRR18719897.dedup,13157
matched_SRR18719450.dedup,12489
matched_SRR18719985.dedup,15275
matched_SRR18719484.dedup,13829
matched_SRR18719780.dedup,13391
matched_SRR18719427.dedup,8007
matched_SRR18719454.dedup,12532
matched_SRR18719753.dedup,11275
matched_SRR18719516.dedup,11575
matched_SRR18720374.dedup,16893
matched_SRR18719945.dedup,12486
matched_SRR18720341.dedup,11079
matched_SRR18720352.dedup,11856
matched_SRR18719413.dedup,12144
matched_SRR18719915.dedup,13412
matched_SRR18719792.dedup,12158
matched_SRR18719932.dedup,21497
matched_SRR18720377.dedup,11250
matched_SRR18719596.dedup,11081
matched_SRR18720051.dedup,11970
matched_SRR18719408.dedup,11072
matched_SRR18719768.dedup,10521
matched_SRR18720132.dedup,11168
matched_SRR18720149.dedup,10791
matched_SRR18720215.dedup,9972
matched_SRR18719537.dedup,12750
matched_SRR18719765.dedup,12274
matched_SRR18719981.dedup,8911
matched_SRR18719404.dedup,12535
matched_SRR18719922.dedup,13549
matched_SRR18719670.dedup,9074
matched_SRR18720372.dedup,11970
matched_SRR18719809.dedup,14313
matched_SRR18720049.dedup,12327
matched_SRR18720075.dedup,11790
matched_SRR18719656.dedup,12895
matched_SRR18720043.dedup,13459
matched_SRR18720335.dedup,19226
matched_SRR18719602.dedup,10718
matched_SRR18719379.dedup,13163
matched_SRR18720379.dedup,12031
matched_SRR18720065.dedup,18286
matched_SRR18719823.dedup,9073
matched_SRR18719366.dedup,11889
matched_SRR18720082.dedup,8374
matched_SRR18719534.dedup,10296
matched_SRR18719767.dedup,11115
matched_SRR18719919.dedup,8884
matched_SRR18719707.dedup,11010
matched_SRR18720006.dedup,12429
matched_SRR18720221.dedup,10331
matched_SRR18720158.dedup,9232
matched_SRR18720313.dedup,12510
matched_SRR18719779.dedup,10309
matched_SRR18719589.dedup,14678
matched_SRR18720264.dedup,13177
matched_SRR18719750.dedup,11022
matched_SRR18719573.dedup,10157
matched_SRR18720070.dedup,13394
matched_SRR18720060.dedup,9863
matched_SRR18719678.dedup,10039
matched_SRR18719878.dedup,14891
matched_SRR18720285.dedup,13477
matched_SRR18719696.dedup,13541
matched_SRR18719472.dedup,11859
matched_SRR18720053.dedup,13901
matched_SRR18719631.dedup,13010
matched_SRR18719920.dedup,11032
matched_SRR18719764.dedup,13511
matched_SRR18719517.dedup,14481
matched_SRR18719964.dedup,13810
matched_SRR18719684.dedup,11790
matched_SRR18719951.dedup,11086
matched_SRR18720375.dedup,12573
matched_SRR18719807.dedup,12912
matched_SRR18719986.dedup,13311
matched_SRR18719604.dedup,13517
matched_SRR18720047.dedup,12960
matched_SRR18720170.dedup,12174
matched_SRR18720106.dedup,12401
matched_SRR18719881.dedup,10874
matched_SRR18719858.dedup,14145
matched_SRR18719758.dedup,6330
matched_SRR18720172.dedup,12235
matched_SRR18720225.dedup,9132
matched_SRR18719403.dedup,10408
matched_SRR18720035.dedup,14215
matched_SRR18719391.dedup,12273
matched_SRR18720141.dedup,10213
matched_SRR18719709.dedup,13779
matched_SRR18719637.dedup,10573
matched_SRR18720061.dedup,11552
matched_SRR18719847.dedup,11517
