Sample,Unique_CDR3_Count
SRR18509024.unmapped.longest_only,1147
SRR18511129.unmapped.longest_only,1389
SRR18509136.unmapped.longest_only,1187
SRR18510867.unmapped.longest_only,893
SRR18511424.unmapped.longest_only,1577
SRR18511097.unmapped.longest_only,1004
SRR18511216.unmapped.longest_only,796
SRR18511100.unmapped.longest_only,2209
SRR18511220.unmapped.longest_only,2957
SRR18510999.unmapped.longest_only,1238
SRR18510609.unmapped.longest_only,754
SRR18510824.unmapped.longest_only,1124
SRR18509551.unmapped.longest_only,1087
SRR18510758.unmapped.longest_only,802
SRR18510669.unmapped.longest_only,3144
SRR18510966.unmapped.longest_only,1469
SRR18509647.unmapped.longest_only,1617
SRR18510737.unmapped.longest_only,975
SRR18510942.unmapped.longest_only,2465
SRR18511380.unmapped.longest_only,1038
SRR18509594.unmapped.longest_only,912
SRR18510344.unmapped.longest_only,1347
SRR18511191.unmapped.longest_only,1980
SRR18510040.unmapped.longest_only,1294
SRR18509450.unmapped.longest_only,1251
SRR18509968.unmapped.longest_only,1359
SRR18510062.unmapped.longest_only,845
SRR18510441.unmapped.longest_only,990
SRR18510445.unmapped.longest_only,964
SRR18510281.unmapped.longest_only,1076
SRR18510907.unmapped.longest_only,2052
SRR18510672.unmapped.longest_only,1773
SRR18509086.unmapped.longest_only,1734
SRR18511266.unmapped.longest_only,851
SRR18509201.unmapped.longest_only,1170
SRR18509071.unmapped.longest_only,1803
SRR18511485.unmapped.longest_only,1640
SRR18511062.unmapped.longest_only,1724
SRR18511434.unmapped.longest_only,1721
SRR18510643.unmapped.longest_only,4209
SRR18510817.unmapped.longest_only,1709
SRR18510526.unmapped.longest_only,1484
SRR18509393.unmapped.longest_only,936
SRR18510319.unmapped.longest_only,1385
SRR18511120.unmapped.longest_only,819
SRR18511479.unmapped.longest_only,1236
SRR18510857.unmapped.longest_only,5818
SRR18510493.unmapped.longest_only,844
SRR18509769.unmapped.longest_only,9076
SRR18509632.unmapped.longest_only,1552
SRR18509021.unmapped.longest_only,1519
SRR18510346.unmapped.longest_only,663
SRR18509373.unmapped.longest_only,1031
SRR18509938.unmapped.longest_only,1910
SRR18510113.unmapped.longest_only,1157
SRR18509934.unmapped.longest_only,1201
SRR18510072.unmapped.longest_only,946
SRR18511412.unmapped.longest_only,2392
SRR18509589.unmapped.longest_only,1247
SRR18510045.unmapped.longest_only,1937
SRR18510197.unmapped.longest_only,1464
SRR18509342.unmapped.longest_only,1511
SRR18510615.unmapped.longest_only,1365
SRR18511260.unmapped.longest_only,3942
SRR18509708.unmapped.longest_only,1311
SRR18510480.unmapped.longest_only,2957
SRR18509140.unmapped.longest_only,874
SRR18510386.unmapped.longest_only,870
SRR18510218.unmapped.longest_only,1130
SRR18509051.unmapped.longest_only,1294
SRR18511212.unmapped.longest_only,1218
SRR18509338.unmapped.longest_only,3225
SRR18511135.unmapped.longest_only,1717
SRR18509656.unmapped.longest_only,1373
SRR18510653.unmapped.longest_only,1122
SRR18510312.unmapped.longest_only,2197
SRR18510788.unmapped.longest_only,1856
SRR18509230.unmapped.longest_only,2753
SRR18510682.unmapped.longest_only,725
SRR18510366.unmapped.longest_only,2109
SRR18509510.unmapped.longest_only,3738
SRR18509270.unmapped.longest_only,1341
SRR18510747.unmapped.longest_only,1085
SRR18511149.unmapped.longest_only,1270
SRR18510206.unmapped.longest_only,2598
SRR18509499.unmapped.longest_only,1413
SRR18509668.unmapped.longest_only,2233
SRR18509711.unmapped.longest_only,1286
SRR18509290.unmapped.longest_only,4204
SRR18511314.unmapped.longest_only,2532
SRR18511404.unmapped.longest_only,2082
SRR18510807.unmapped.longest_only,1352
SRR18509135.unmapped.longest_only,1220
SRR18509932.unmapped.longest_only,1484
SRR18510630.unmapped.longest_only,1962
SRR18509507.unmapped.longest_only,1261
SRR18510637.unmapped.longest_only,2228
SRR18510054.unmapped.longest_only,1324
SRR18510823.unmapped.longest_only,1188
SRR18510262.unmapped.longest_only,2028
SRR18510898.unmapped.longest_only,3964
SRR18510940.unmapped.longest_only,976
SRR18509578.unmapped.longest_only,2103
SRR18509346.unmapped.longest_only,1275
SRR18509445.unmapped.longest_only,2178
SRR18509260.unmapped.longest_only,4257
SRR18509031.unmapped.longest_only,787
SRR18510332.unmapped.longest_only,2804
SRR18510279.unmapped.longest_only,1618
SRR18510422.unmapped.longest_only,901
SRR18509276.unmapped.longest_only,1543
SRR18509696.unmapped.longest_only,1557
SRR18510376.unmapped.longest_only,1839
SRR18511210.unmapped.longest_only,2030
SRR18510679.unmapped.longest_only,1422
SRR18511390.unmapped.longest_only,991
SRR18509322.unmapped.longest_only,1924
SRR18509030.unmapped.longest_only,1585
SRR18511043.unmapped.longest_only,1152
SRR18509192.unmapped.longest_only,1173
SRR18509048.unmapped.longest_only,1198
SRR18510311.unmapped.longest_only,1077
SRR18510725.unmapped.longest_only,2280
SRR18509800.unmapped.longest_only,1790
SRR18509284.unmapped.longest_only,1332
SRR18509396.unmapped.longest_only,1714
SRR18509124.unmapped.longest_only,706
SRR18510734.unmapped.longest_only,1474
SRR18510623.unmapped.longest_only,1213
SRR18510365.unmapped.longest_only,1254
SRR18510094.unmapped.longest_only,910
SRR18511040.unmapped.longest_only,1539
SRR18509979.unmapped.longest_only,833
SRR18509385.unmapped.longest_only,1101
SRR18510427.unmapped.longest_only,2444
SRR18509072.unmapped.longest_only,1784
SRR18510333.unmapped.longest_only,2836
SRR18510975.unmapped.longest_only,1250
SRR18510595.unmapped.longest_only,5613
SRR18511177.unmapped.longest_only,1436
SRR18509577.unmapped.longest_only,1161
SRR18509068.unmapped.longest_only,1172
SRR18511488.unmapped.longest_only,821
SRR18509583.unmapped.longest_only,1055
SRR18509772.unmapped.longest_only,1402
SRR18510214.unmapped.longest_only,2293
SRR18511261.unmapped.longest_only,962
SRR18511154.unmapped.longest_only,2379
SRR18510556.unmapped.longest_only,2693
SRR18511095.unmapped.longest_only,1456
SRR18509648.unmapped.longest_only,1772
SRR18509146.unmapped.longest_only,1202
SRR18510911.unmapped.longest_only,1534
SRR18510212.unmapped.longest_only,1966
SRR18509490.unmapped.longest_only,1140
SRR18511499.unmapped.longest_only,1243
SRR18509057.unmapped.longest_only,2135
SRR18510182.unmapped.longest_only,1354
SRR18510079.unmapped.longest_only,1551
SRR18510678.unmapped.longest_only,926
SRR18509381.unmapped.longest_only,987
SRR18509910.unmapped.longest_only,2066
SRR18509487.unmapped.longest_only,1672
SRR18510753.unmapped.longest_only,1181
SRR18510590.unmapped.longest_only,1120
SRR18509216.unmapped.longest_only,1124
SRR18510328.unmapped.longest_only,1116
SRR18510370.unmapped.longest_only,1079
SRR18509767.unmapped.longest_only,1423
SRR18510050.unmapped.longest_only,1144
SRR18509774.unmapped.longest_only,1474
SRR18509382.unmapped.longest_only,1035
SRR18510382.unmapped.longest_only,1822
SRR18511089.unmapped.longest_only,992
SRR18510862.unmapped.longest_only,1615
SRR18510413.unmapped.longest_only,1066
SRR18510509.unmapped.longest_only,919
SRR18509081.unmapped.longest_only,1520
SRR18511140.unmapped.longest_only,849
SRR18509903.unmapped.longest_only,864
SRR18510395.unmapped.longest_only,806
SRR18511007.unmapped.longest_only,1243
SRR18510069.unmapped.longest_only,2098
SRR18509109.unmapped.longest_only,2042
SRR18511066.unmapped.longest_only,14133
SRR18509806.unmapped.longest_only,1180
SRR18510211.unmapped.longest_only,1381
SRR18511389.unmapped.longest_only,1137
SRR18511313.unmapped.longest_only,3151
SRR18509697.unmapped.longest_only,1106
SRR18509998.unmapped.longest_only,1028
SRR18509562.unmapped.longest_only,2734
SRR18510854.unmapped.longest_only,1475
SRR18510654.unmapped.longest_only,925
SRR18510809.unmapped.longest_only,957
SRR18510718.unmapped.longest_only,2306
SRR18509544.unmapped.longest_only,3184
SRR18509778.unmapped.longest_only,975
SRR18510154.unmapped.longest_only,1113
SRR18509063.unmapped.longest_only,2596
SRR18510798.unmapped.longest_only,2722
SRR18510487.unmapped.longest_only,672
SRR18510534.unmapped.longest_only,1627
SRR18509307.unmapped.longest_only,1150
SRR18510001.unmapped.longest_only,834
SRR18510736.unmapped.longest_only,904
SRR18509533.unmapped.longest_only,2666
SRR18510794.unmapped.longest_only,1011
SRR18511016.unmapped.longest_only,1974
SRR18510989.unmapped.longest_only,1248
SRR18510714.unmapped.longest_only,1138
SRR18509077.unmapped.longest_only,3577
SRR18510121.unmapped.longest_only,2193
SRR18509904.unmapped.longest_only,1942
SRR18510933.unmapped.longest_only,879
SRR18511234.unmapped.longest_only,1151
SRR18509482.unmapped.longest_only,989
SRR18509661.unmapped.longest_only,1319
SRR18509768.unmapped.longest_only,987
SRR18510684.unmapped.longest_only,1579
SRR18509844.unmapped.longest_only,1210
SRR18510060.unmapped.longest_only,852
SRR18510835.unmapped.longest_only,832
SRR18510743.unmapped.longest_only,926
SRR18509465.unmapped.longest_only,2203
SRR18510910.unmapped.longest_only,1815
SRR18510838.unmapped.longest_only,2053
SRR18509857.unmapped.longest_only,711
SRR18510466.unmapped.longest_only,854
SRR18510675.unmapped.longest_only,1840
SRR18510812.unmapped.longest_only,1069
SRR18510558.unmapped.longest_only,1965
SRR18509866.unmapped.longest_only,1511
SRR18509212.unmapped.longest_only,1256
SRR18510996.unmapped.longest_only,951
SRR18510448.unmapped.longest_only,1289
SRR18509619.unmapped.longest_only,3828
SRR18511196.unmapped.longest_only,1631
SRR18511324.unmapped.longest_only,854
SRR18510137.unmapped.longest_only,1907
SRR18509413.unmapped.longest_only,1332
SRR18510314.unmapped.longest_only,1074
SRR18511179.unmapped.longest_only,976
SRR18510257.unmapped.longest_only,1155
SRR18510378.unmapped.longest_only,1737
SRR18511000.unmapped.longest_only,1078
SRR18509218.unmapped.longest_only,1781
SRR18509437.unmapped.longest_only,1476
SRR18510494.unmapped.longest_only,1245
SRR18511480.unmapped.longest_only,890
SRR18509141.unmapped.longest_only,983
SRR18509289.unmapped.longest_only,946
SRR18511403.unmapped.longest_only,3571
SRR18510592.unmapped.longest_only,800
SRR18510491.unmapped.longest_only,951
SRR18509155.unmapped.longest_only,1536
SRR18511501.unmapped.longest_only,674
SRR18509924.unmapped.longest_only,803
SRR18509134.unmapped.longest_only,1578
SRR18511257.unmapped.longest_only,1887
SRR18509391.unmapped.longest_only,1145
SRR18510178.unmapped.longest_only,1795
SRR18509516.unmapped.longest_only,1884
SRR18509990.unmapped.longest_only,1047
SRR18509873.unmapped.longest_only,3028
SRR18509238.unmapped.longest_only,945
SRR18511254.unmapped.longest_only,2089
SRR18510713.unmapped.longest_only,725
SRR18510773.unmapped.longest_only,926
SRR18510066.unmapped.longest_only,749
SRR18511247.unmapped.longest_only,1273
SRR18510937.unmapped.longest_only,2015
SRR18510541.unmapped.longest_only,1086
SRR18510315.unmapped.longest_only,1618
SRR18509982.unmapped.longest_only,819
SRR18510997.unmapped.longest_only,6534
SRR18509309.unmapped.longest_only,768
SRR18511184.unmapped.longest_only,1364
SRR18509074.unmapped.longest_only,3354
SRR18511108.unmapped.longest_only,928
SRR18509251.unmapped.longest_only,646
SRR18509319.unmapped.longest_only,1674
SRR18511161.unmapped.longest_only,1020
SRR18510628.unmapped.longest_only,914
SRR18510699.unmapped.longest_only,1350
SRR18509229.unmapped.longest_only,3827
SRR18509865.unmapped.longest_only,2319
SRR18509877.unmapped.longest_only,3622
SRR18509914.unmapped.longest_only,747
SRR18510492.unmapped.longest_only,1673
SRR18511084.unmapped.longest_only,2225
SRR18511377.unmapped.longest_only,2130
SRR18510918.unmapped.longest_only,1372
SRR18509739.unmapped.longest_only,1476
SRR18509494.unmapped.longest_only,2536
SRR18509984.unmapped.longest_only,1021
SRR18510993.unmapped.longest_only,1361
SRR18510845.unmapped.longest_only,1990
SRR18510527.unmapped.longest_only,1349
SRR18509417.unmapped.longest_only,7985
SRR18511346.unmapped.longest_only,2146
SRR18509297.unmapped.longest_only,1921
SRR18510799.unmapped.longest_only,1994
SRR18509823.unmapped.longest_only,3029
SRR18509576.unmapped.longest_only,830
SRR18511495.unmapped.longest_only,2667
SRR18509509.unmapped.longest_only,299
SRR18510793.unmapped.longest_only,1641
SRR18511255.unmapped.longest_only,2285
SRR18510240.unmapped.longest_only,3247
SRR18510810.unmapped.longest_only,1006
SRR18509334.unmapped.longest_only,2011
SRR18511489.unmapped.longest_only,971
SRR18511160.unmapped.longest_only,2734
SRR18510994.unmapped.longest_only,1265
SRR18511321.unmapped.longest_only,1747
SRR18509713.unmapped.longest_only,1181
SRR18510059.unmapped.longest_only,789
SRR18511165.unmapped.longest_only,1188
SRR18509710.unmapped.longest_only,1468
SRR18509704.unmapped.longest_only,3163
SRR18509299.unmapped.longest_only,1096
SRR18509294.unmapped.longest_only,1001
SRR18510761.unmapped.longest_only,2144
SRR18510248.unmapped.longest_only,1069
SRR18509931.unmapped.longest_only,1072
SRR18510818.unmapped.longest_only,1276
SRR18509724.unmapped.longest_only,1386
SRR18511221.unmapped.longest_only,1947
SRR18510727.unmapped.longest_only,1255
SRR18509760.unmapped.longest_only,1155
SRR18510460.unmapped.longest_only,953
SRR18509343.unmapped.longest_only,1565
SRR18510305.unmapped.longest_only,1226
SRR18509488.unmapped.longest_only,1085
SRR18509807.unmapped.longest_only,1407
SRR18509939.unmapped.longest_only,1292
SRR18510241.unmapped.longest_only,3076
SRR18510034.unmapped.longest_only,994
SRR18510361.unmapped.longest_only,1418
SRR18510952.unmapped.longest_only,3213
SRR18510979.unmapped.longest_only,1516
SRR18509829.unmapped.longest_only,931
SRR18510884.unmapped.longest_only,1780
SRR18511415.unmapped.longest_only,1076
SRR18511158.unmapped.longest_only,1298
SRR18509828.unmapped.longest_only,892
SRR18510076.unmapped.longest_only,1058
SRR18510345.unmapped.longest_only,718
SRR18510575.unmapped.longest_only,1362
SRR18509727.unmapped.longest_only,1030
SRR18510719.unmapped.longest_only,1944
SRR18510563.unmapped.longest_only,685
SRR18509151.unmapped.longest_only,869
SRR18510712.unmapped.longest_only,998
SRR18510308.unmapped.longest_only,2226
SRR18509949.unmapped.longest_only,1487
SRR18509035.unmapped.longest_only,1408
SRR18510303.unmapped.longest_only,1058
SRR18510239.unmapped.longest_only,1916
SRR18510458.unmapped.longest_only,1290
SRR18509588.unmapped.longest_only,1440
SRR18511065.unmapped.longest_only,14666
SRR18510005.unmapped.longest_only,917
SRR18510048.unmapped.longest_only,876
SRR18509153.unmapped.longest_only,1716
SRR18511311.unmapped.longest_only,2615
SRR18510215.unmapped.longest_only,2160
SRR18510223.unmapped.longest_only,1707
SRR18509530.unmapped.longest_only,1073
SRR18509860.unmapped.longest_only,1286
SRR18511188.unmapped.longest_only,1613
SRR18511297.unmapped.longest_only,718
SRR18510029.unmapped.longest_only,2501
SRR18510580.unmapped.longest_only,2203
SRR18510625.unmapped.longest_only,1591
SRR18511132.unmapped.longest_only,829
SRR18509694.unmapped.longest_only,1067
SRR18511276.unmapped.longest_only,822
SRR18510175.unmapped.longest_only,1180
SRR18509118.unmapped.longest_only,1751
SRR18510075.unmapped.longest_only,1321
SRR18510201.unmapped.longest_only,1884
SRR18511032.unmapped.longest_only,1777
SRR18510213.unmapped.longest_only,2834
SRR18509288.unmapped.longest_only,1339
SRR18509468.unmapped.longest_only,1461
SRR18510181.unmapped.longest_only,1647
SRR18509330.unmapped.longest_only,1174
SRR18510310.unmapped.longest_only,1534
SRR18511106.unmapped.longest_only,1167
SRR18510677.unmapped.longest_only,934
SRR18511361.unmapped.longest_only,1452
SRR18511020.unmapped.longest_only,2086
SRR18510988.unmapped.longest_only,1111
SRR18511278.unmapped.longest_only,1074
SRR18509436.unmapped.longest_only,2874
SRR18509634.unmapped.longest_only,2173
SRR18510207.unmapped.longest_only,2881
SRR18510135.unmapped.longest_only,1425
SRR18509902.unmapped.longest_only,833
SRR18510730.unmapped.longest_only,1782
SRR18510405.unmapped.longest_only,1412
SRR18511365.unmapped.longest_only,888
SRR18510300.unmapped.longest_only,1061
SRR18510110.unmapped.longest_only,1195
SRR18510409.unmapped.longest_only,2634
SRR18510210.unmapped.longest_only,1306
SRR18510081.unmapped.longest_only,1527
SRR18509361.unmapped.longest_only,2258
SRR18509783.unmapped.longest_only,1179
SRR18509160.unmapped.longest_only,1626
SRR18510003.unmapped.longest_only,1067
SRR18509132.unmapped.longest_only,2854
SRR18509025.unmapped.longest_only,813
SRR18509781.unmapped.longest_only,3715
SRR18511330.unmapped.longest_only,1731
SRR18510473.unmapped.longest_only,1062
SRR18510586.unmapped.longest_only,1427
SRR18510334.unmapped.longest_only,2219
SRR18510957.unmapped.longest_only,888
SRR18510545.unmapped.longest_only,1722
SRR18511034.unmapped.longest_only,1679
SRR18510775.unmapped.longest_only,1147
SRR18511086.unmapped.longest_only,1786
SRR18509261.unmapped.longest_only,2340
SRR18510339.unmapped.longest_only,994
SRR18509435.unmapped.longest_only,5506
SRR18510216.unmapped.longest_only,3069
SRR18509196.unmapped.longest_only,2008
SRR18510744.unmapped.longest_only,1478
SRR18510470.unmapped.longest_only,949
SRR18510852.unmapped.longest_only,1324
SRR18509796.unmapped.longest_only,1077
SRR18509070.unmapped.longest_only,954
SRR18510245.unmapped.longest_only,1459
SRR18510089.unmapped.longest_only,2711
SRR18509368.unmapped.longest_only,918
SRR18509620.unmapped.longest_only,1361
SRR18510128.unmapped.longest_only,1190
SRR18509892.unmapped.longest_only,1625
SRR18510391.unmapped.longest_only,859
SRR18509359.unmapped.longest_only,2124
SRR18510486.unmapped.longest_only,1459
SRR18509614.unmapped.longest_only,1605
SRR18510927.unmapped.longest_only,4124
SRR18511357.unmapped.longest_only,1072
SRR18510442.unmapped.longest_only,1063
SRR18510891.unmapped.longest_only,2492
SRR18510571.unmapped.longest_only,1166
SRR18510191.unmapped.longest_only,1348
SRR18509430.unmapped.longest_only,1572
SRR18509585.unmapped.longest_only,2752
SRR18510253.unmapped.longest_only,1532
SRR18509541.unmapped.longest_only,1165
SRR18509175.unmapped.longest_only,1559
SRR18510265.unmapped.longest_only,1019
SRR18510904.unmapped.longest_only,733
SRR18510424.unmapped.longest_only,1646
SRR18510871.unmapped.longest_only,1996
SRR18511170.unmapped.longest_only,3715
SRR18509310.unmapped.longest_only,906
SRR18509191.unmapped.longest_only,1199
SRR18510023.unmapped.longest_only,932
SRR18509316.unmapped.longest_only,1719
SRR18509916.unmapped.longest_only,1616
SRR18510711.unmapped.longest_only,835
SRR18509843.unmapped.longest_only,876
SRR18509079.unmapped.longest_only,3562
SRR18511214.unmapped.longest_only,1220
SRR18511102.unmapped.longest_only,1301
SRR18509302.unmapped.longest_only,1891
SRR18510025.unmapped.longest_only,1001
SRR18509471.unmapped.longest_only,1076
SRR18510434.unmapped.longest_only,1055
SRR18509366.unmapped.longest_only,1002
SRR18511137.unmapped.longest_only,1429
SRR18510091.unmapped.longest_only,4069
SRR18509089.unmapped.longest_only,1447
SRR18509954.unmapped.longest_only,1158
SRR18509972.unmapped.longest_only,1134
SRR18510530.unmapped.longest_only,1010
SRR18509027.unmapped.longest_only,1060
SRR18509397.unmapped.longest_only,1123
SRR18511429.unmapped.longest_only,1704
SRR18509263.unmapped.longest_only,2580
SRR18510252.unmapped.longest_only,2207
SRR18509377.unmapped.longest_only,624
SRR18509942.unmapped.longest_only,1701
SRR18511271.unmapped.longest_only,1212
SRR18510285.unmapped.longest_only,1480
SRR18510183.unmapped.longest_only,1256
SRR18511194.unmapped.longest_only,848
SRR18509495.unmapped.longest_only,1010
SRR18510738.unmapped.longest_only,964
SRR18511225.unmapped.longest_only,1274
SRR18509225.unmapped.longest_only,1158
SRR18511327.unmapped.longest_only,958
SRR18510735.unmapped.longest_only,1521
SRR18510068.unmapped.longest_only,1958
SRR18509129.unmapped.longest_only,1666
SRR18509775.unmapped.longest_only,1133
SRR18510437.unmapped.longest_only,1667
SRR18509598.unmapped.longest_only,2817
SRR18510317.unmapped.longest_only,1176
SRR18510282.unmapped.longest_only,793
SRR18509814.unmapped.longest_only,1623
SRR18510863.unmapped.longest_only,1057
SRR18509329.unmapped.longest_only,974
SRR18510367.unmapped.longest_only,1713
SRR18510962.unmapped.longest_only,4805
SRR18511325.unmapped.longest_only,942
SRR18509921.unmapped.longest_only,1997
SRR18509337.unmapped.longest_only,1607
SRR18509456.unmapped.longest_only,1128
SRR18509606.unmapped.longest_only,1805
SRR18509059.unmapped.longest_only,864
SRR18511262.unmapped.longest_only,939
SRR18510204.unmapped.longest_only,2328
SRR18509167.unmapped.longest_only,1568
SRR18511028.unmapped.longest_only,984
SRR18510683.unmapped.longest_only,1488
SRR18509501.unmapped.longest_only,1224
SRR18510632.unmapped.longest_only,711
SRR18509766.unmapped.longest_only,1742
SRR18510280.unmapped.longest_only,1508
SRR18510790.unmapped.longest_only,818
SRR18510882.unmapped.longest_only,2758
SRR18511091.unmapped.longest_only,1023
SRR18509630.unmapped.longest_only,1141
SRR18510359.unmapped.longest_only,951
SRR18509819.unmapped.longest_only,888
SRR18511447.unmapped.longest_only,2673
SRR18511092.unmapped.longest_only,2330
SRR18510127.unmapped.longest_only,1454
SRR18509721.unmapped.longest_only,908
SRR18510426.unmapped.longest_only,815
SRR18509881.unmapped.longest_only,1670
SRR18509773.unmapped.longest_only,1415
SRR18511059.unmapped.longest_only,1904
SRR18509525.unmapped.longest_only,1269
SRR18511125.unmapped.longest_only,1806
SRR18510302.unmapped.longest_only,1250
SRR18510287.unmapped.longest_only,3450
SRR18510789.unmapped.longest_only,826
SRR18510935.unmapped.longest_only,1291
SRR18510704.unmapped.longest_only,795
SRR18509323.unmapped.longest_only,784
SRR18511042.unmapped.longest_only,1154
SRR18509211.unmapped.longest_only,879
SRR18509497.unmapped.longest_only,842
SRR18509083.unmapped.longest_only,1832
SRR18511385.unmapped.longest_only,934
SRR18510306.unmapped.longest_only,1071
SRR18509182.unmapped.longest_only,14320
SRR18509960.unmapped.longest_only,4845
SRR18510488.unmapped.longest_only,852
SRR18510085.unmapped.longest_only,1547
SRR18511281.unmapped.longest_only,691
SRR18511394.unmapped.longest_only,4067
SRR18509737.unmapped.longest_only,1062
SRR18509106.unmapped.longest_only,790
SRR18511112.unmapped.longest_only,831
SRR18509202.unmapped.longest_only,1210
SRR18509234.unmapped.longest_only,987
SRR18510550.unmapped.longest_only,1522
SRR18509572.unmapped.longest_only,974
SRR18510593.unmapped.longest_only,907
SRR18510594.unmapped.longest_only,937
SRR18509424.unmapped.longest_only,1198
SRR18510119.unmapped.longest_only,1760
SRR18509675.unmapped.longest_only,1508
SRR18509690.unmapped.longest_only,1290
SRR18511265.unmapped.longest_only,1023
SRR18510462.unmapped.longest_only,1016
SRR18510080.unmapped.longest_only,1278
SRR18509965.unmapped.longest_only,1295
SRR18509264.unmapped.longest_only,857
SRR18509379.unmapped.longest_only,1417
SRR18510587.unmapped.longest_only,1260
SRR18510227.unmapped.longest_only,989
SRR18511144.unmapped.longest_only,1308
SRR18511238.unmapped.longest_only,3537
SRR18509179.unmapped.longest_only,1857
SRR18511231.unmapped.longest_only,886
SRR18511081.unmapped.longest_only,2032
SRR18510894.unmapped.longest_only,1598
SRR18510627.unmapped.longest_only,1071
SRR18509291.unmapped.longest_only,2271
SRR18510007.unmapped.longest_only,1473
SRR18511482.unmapped.longest_only,2540
SRR18511207.unmapped.longest_only,2808
SRR18509408.unmapped.longest_only,885
SRR18509420.unmapped.longest_only,1641
SRR18511172.unmapped.longest_only,1282
SRR18510706.unmapped.longest_only,1026
SRR18510517.unmapped.longest_only,646
SRR18509744.unmapped.longest_only,1556
SRR18509463.unmapped.longest_only,2310
SRR18510828.unmapped.longest_only,2120
SRR18509842.unmapped.longest_only,1823
SRR18511287.unmapped.longest_only,1613
SRR18510674.unmapped.longest_only,2060
SRR18511198.unmapped.longest_only,1800
SRR18511463.unmapped.longest_only,928
SRR18509473.unmapped.longest_only,1316
SRR18509207.unmapped.longest_only,779
SRR18509042.unmapped.longest_only,1221
SRR18511291.unmapped.longest_only,5607
SRR18511192.unmapped.longest_only,2136
SRR18510624.unmapped.longest_only,859
SRR18509154.unmapped.longest_only,1564
SRR18510554.unmapped.longest_only,2735
SRR18511264.unmapped.longest_only,1379
SRR18509875.unmapped.longest_only,1619
SRR18511272.unmapped.longest_only,1068
SRR18511477.unmapped.longest_only,1753
SRR18510893.unmapped.longest_only,1401
SRR18510546.unmapped.longest_only,2611
SRR18510815.unmapped.longest_only,1243
SRR18511017.unmapped.longest_only,1046
SRR18511056.unmapped.longest_only,2781
SRR18509756.unmapped.longest_only,1451
SRR18510415.unmapped.longest_only,3285
SRR18511145.unmapped.longest_only,2067
SRR18510074.unmapped.longest_only,1430
SRR18509742.unmapped.longest_only,811
SRR18511285.unmapped.longest_only,1865
SRR18511146.unmapped.longest_only,922
SRR18511242.unmapped.longest_only,948
SRR18510515.unmapped.longest_only,16020
SRR18509036.unmapped.longest_only,1358
SRR18510277.unmapped.longest_only,1145
SRR18509454.unmapped.longest_only,852
SRR18509563.unmapped.longest_only,2469
SRR18510362.unmapped.longest_only,1422
SRR18510709.unmapped.longest_only,1961
SRR18510501.unmapped.longest_only,1736
SRR18511205.unmapped.longest_only,1076
SRR18509890.unmapped.longest_only,1720
SRR18509242.unmapped.longest_only,1231
SRR18509574.unmapped.longest_only,1290
SRR18509345.unmapped.longest_only,1330
SRR18510960.unmapped.longest_only,889
SRR18510067.unmapped.longest_only,780
SRR18509809.unmapped.longest_only,1746
SRR18510885.unmapped.longest_only,2050
SRR18509349.unmapped.longest_only,1152
SRR18510976.unmapped.longest_only,1253
SRR18510064.unmapped.longest_only,1456
SRR18510482.unmapped.longest_only,2122
SRR18510136.unmapped.longest_only,3096
SRR18509440.unmapped.longest_only,2647
SRR18510030.unmapped.longest_only,1364
SRR18510879.unmapped.longest_only,1598
SRR18509058.unmapped.longest_only,1805
SRR18510343.unmapped.longest_only,1292
SRR18511047.unmapped.longest_only,2689
SRR18510829.unmapped.longest_only,1057
SRR18509957.unmapped.longest_only,2165
SRR18510516.unmapped.longest_only,15493
SRR18510208.unmapped.longest_only,1732
SRR18509897.unmapped.longest_only,730
SRR18509568.unmapped.longest_only,891
SRR18509751.unmapped.longest_only,791
SRR18510608.unmapped.longest_only,778
SRR18511057.unmapped.longest_only,1100
SRR18509038.unmapped.longest_only,2113
SRR18509073.unmapped.longest_only,1400
SRR18510864.unmapped.longest_only,2270
SRR18511163.unmapped.longest_only,1247
SRR18510153.unmapped.longest_only,900
SRR18510523.unmapped.longest_only,874
SRR18510779.unmapped.longest_only,854
SRR18510946.unmapped.longest_only,1769
SRR18510890.unmapped.longest_only,3405
SRR18509959.unmapped.longest_only,923
SRR18510159.unmapped.longest_only,908
SRR18511362.unmapped.longest_only,1335
SRR18509414.unmapped.longest_only,253
SRR18509422.unmapped.longest_only,472
SRR18509534.unmapped.longest_only,2686
SRR18510847.unmapped.longest_only,1149
SRR18510126.unmapped.longest_only,933
SRR18510662.unmapped.longest_only,1405
SRR18509683.unmapped.longest_only,1034
SRR18509820.unmapped.longest_only,856
SRR18510553.unmapped.longest_only,1135
SRR18509123.unmapped.longest_only,3013
SRR18510278.unmapped.longest_only,1420
SRR18509470.unmapped.longest_only,836
SRR18510388.unmapped.longest_only,1994
SRR18509416.unmapped.longest_only,1259
SRR18510226.unmapped.longest_only,1183
SRR18509560.unmapped.longest_only,3020
SRR18509186.unmapped.longest_only,1494
SRR18509554.unmapped.longest_only,1016
SRR18510803.unmapped.longest_only,1100
SRR18511246.unmapped.longest_only,3627
SRR18509150.unmapped.longest_only,1170
SRR18510785.unmapped.longest_only,1147
SRR18511122.unmapped.longest_only,2553
SRR18510664.unmapped.longest_only,1284
SRR18510146.unmapped.longest_only,1110
SRR18511004.unmapped.longest_only,2110
SRR18509190.unmapped.longest_only,567
SRR18510225.unmapped.longest_only,1315
